CAR 2:0
CAR 3:0
CAR 4:0
CAR 5:0
CAR 6:0
CAR 7:0
CAR 8:0
CAR 9:0
CAR 10:0
CAR 12:0
CAR 13:0
CAR 14:0
CAR 15:0
CAR 16:0
CAR 16:1
CAR 16:2
CAR 17:0
CAR 18:1
CAR 18:2
CAR 18:3
CAR 18:0
CAR 20:4
CAR 20:5
CAR 20:6
CAR 22:4
CAR 22:5
CAR 22:6
Cer 18:0;O2/16:0
Cer 18:0;O2/23:0
Cer 18:0;O2/14:0
Cer 16:1;O2/14:0
Cer 17:1;O2/14:0
Cer 16:1;O2/16:0
Cer 18:1;O2/14:0
Cer 17:1;O2/16:0
Cer 16:1;O2/18:0
Cer 18:1;O2/16:0
Cer 17:1;O2/18:0
Cer 18:1;O2/17:0
Cer 16:1;O2/20:0
Cer 18:1;O2/18:0
Cer 16:1;O2/21:0
Cer 17:1;O2/20:0
Cer 18:1;O2/19:0
Cer 16:1;O2/22:0
Cer 18:1;O2/20:0
Cer 16:1;O2/23:0
Cer 17:1;O2/22:0
Cer 16:1;O2/24:2
Cer 16:1;O2/24:1
Cer 16:1;O2/24:0
Cer 18:1;O2/22:0
Cer 18:0;O2/22:0
Cer 17:1;O2/24:1
Cer 18:1;O2/23:0
Cer 19:1;O2/22:0
Cer 17:1;O2/24:0
Cer 18:1;O2/24:2
Cer 18:1;O2/24:1
Cer 18:1;O2/24:0
Cer 18:0;O2/24:0
Cer 18:1;O2/25:1
Cer 19:1;O2/24:1
Cer 18:1;O2/25:0
Cer 19:1;O2/24:0
Cer 18:1;O2/26:1
Cer 18:1;O2/24:0
Cer 20:1;O2/22:0
Hex-Cer 18:1;O2/16:0
Hex-Cer 18:1;O2/16:0;O
Hex-Cer 18:1;O2/22:0
Hex-Cer 18:1;O2/23:0
Hex-Cer 18:1;O2/24:1
Hex-Cer 18:1;O2/24:0
Hex-Cer 18:1;O2/23:0;O
Hex-Cer 18:1;O2/24:1;O
Hex-Cer 18:1;O2/24:0;O
Hex-Cer 18:1;O2/22:0;O
Hex-Cer 20:1;O2/24:0;O
Hex2Cer 18:1;O2/16:0
Hex2Cer 18:1;O2/18:0
Hex2Cer 18:1;O2/20:0
Hex2Cer 18:1;O2/22:0
Hex2Cer 18:1;O2/23:0
Hex2Cer 18:1;O2/24:2
Hex2Cer 18:1;O2/24:1
Hex2Cer 18:1;O2/24:0
Hex3Cer 18:1;O2/16:0
Hex3Cer 18:1;O2/20:0
Hex3Cer 18:1;O2/22:0
Hex3Cer 18:1;O2/23:0
Hex3Cer 18:1;O2/24:1
Hex3Cer 18:1;O2/24:0
Cer 18:2;O2/14:0
Cer 18:2;O2/15:0
Cer 18:2;O2/16:0
Cer 18:2;O2/18:0
Cer 18:2;O2/20:0
Cer 18:2;O2/22:1
Cer 18:2;O2/22:0
Cer 18:2;O2/23:1
Cer 18:2;O2/23:0
Cer 18:2;O2/24:2
Cer 18:2;O2/24:1
Cer 18:2;O2/24:0
Cer 18:2;O2/25:1
Cer 18:2;O2/26:1
Hex-Cer 18:2;O2/22:0
Hex2Cer 18:2;O2/16:0
Hex2Cer 18:2;O2/24:0
Cer 17:0;O/16:0
Cer 18:0;O/16:0
Cer 18:0;O/18:0
Cer 18:0;O/20:0
Cer 18:0;O/22:0
Cer 18:0;O/23:0
Cer 19:0;O/22:0
Cer 18:0;O/24:1
Cer 18:0;O/24:0
Cer 19:0;O/23:0
Cer 19:0;O/24:0
Cer 18:1;O/12:0
Cer 18:1;O/14:0
Cer 18:1;O/16:0
Cer 18:1;O/18:1
Cer 18:1;O/18:0
Cer 18:1;O/19:0
Cer 18:2;O/20:0
Cer 18:1;O/20:0
Cer 18:1;O/21:0
Cer 18:2;O/22:0
Cer 18:1;O/22:0
Cer 18:1;O/23:0
Cer 18:1;O/24:2
Cer 18:1;O/24:1
Cer 18:1;O/24:0
Cer 18:0;O3/22:0
Cer 18:0;O3/24:1
Cer 18:0;O3/24:0
Cer 18:0;O3/24:0;O
Cer 18:0;O3/26:0;O
Cer 20:0;O3/26:0;O
Hex-Cer 18:0;O3/16:1
Hex-Cer 18:0;O3/24:1
Hex-Cer 18:0;O3/24:0;O
ACer 16:1_18:0;O2_16:1
ACer 18:1_18:0;O2_16:1
SM 30:1;O2
SM 31:1;O2
SM 32:2;O2
SM 32:1;O2
SM 33:2;O2
SM 33:1;O2
SM 33:0;O2
SM 34:2;O2
SM 34:1;O2
SM 34:0;O2
SM 35:2;O2
SM 35:1;O2
SM 36:3;O2
SM 36:2;O2
SM 36:1;O2
SM 36:0;O2
SM 37:2;O2
SM 37:1;O2
SM 38:2;O2
SM 38:1;O2
SM 38:0;O2
SM 39:2;O2
SM 39:1;O2
SM 40:3;O2
SM 40:2;O2
SM 40:1;O2
SM 40:0;O2
SM 41:3;O2
SM 41:2;O2
SM 41:1;O2
SM 41:0;O2
SM 42:3;O2
SM 42:2;O2
SM 42:1;O2
SM 42:0;O2
SM 43:3;O2
SM 43:2;O2
SM 43:1;O2
SM 44:3;O2
SM 44:2;O2
SM 44:1;O2
SPB 24:0;O2
PE-Cer 18:1;O2/16:0
LPC 14:0
LPC P-16:0
LPC 15:0
LPC O-16:0
LPC 16:1
LPC 16:0
LPC P-18:1
LPC 17:1
LPC O-18:1
LPC P-18:0
LPC 17:0
LPC O-18:0
LPC 18:2
LPC 18:1
LPC 18:0
LPC 19:1
LPC O-20:1
LPC 19:0
LPC 20:5
LPC 20:4
LPC 20:3
LPC 20:2
LPC 20:1
LPC 20:0
LPC 22:6
LPC 22:5
LPC 22:4
LPC 22:1
LPC O-24:0
LPC 24:0
LPE P-16:0
LPE O-16:0
LPE 16:0
LPE P-18:1
LPE P-18:0
LPE 17:0
LPE O-18:0
LPE 18:2
LPE 18:1
LPE 18:0
LPE 20:5
LPE 20:4
LPE 20:3
LPE 20:2
LPE 20:1
LPE 22:0
LPI 18:0
PC O-16:0_14:0
PC O-18:0_20:3
PC 14:0_14:0
PC P-16:0_14:0
PC 14:0_15:0
PC 14:0_16:1
PC 14:1_16:0
PC 14:0_16:0
PC P-16:0_16:1
PC 15:0_16:1
PC O-16:0_16:1
PC P-16:0_16:0
PC 15:0_16:0
PC O-16:0_16:0
PC 14:0_18:2
PC 16:1_16:1
PC 14:0_18:1
PC 16:0_16:1
PC 16:0_16:0
PC P-16:0_18:3
PC P-16:1_18:2
PC P-16:0_18:2
PC 15:0_18:2
PC O-16:0_18:2
PC P-16:0_18:1
PC P-16:1_18:0
PC P-18:0_16:1
PC 15:0_18:1
PC 16:0_17:1
PC 16:1_17:0
PC O-16:0_18:1
PC O-18:1_16:0
PC 16:0_17:0
PC O-18:0_16:0
PC P-16:1_20:4
