Universe
CAR 2:0
CAR 3:0
CAR 4:0
CAR 4:0;O
CAR 5:0
CAR 5:0;OH
CAR 5:1
CAR 6:0
CAR 8:0
CAR 8:1
CAR 10:0
CAR 10:3
CAR 12:0
CAR 12:1
CAR 13:0
CAR 14:0
CAR 14:1
CAR 16:0
CAR 16:1
CAR 18:0
CAR 18:1
CAR 18:2
CAR 20:0
CAR 20:1
CAR 20:2
CAR 20:4
CAR 24:0
CAR 24:1
CAR 26:1
FA 13:0
FA 13:0
FA 14:0
FA 14:1
FA 15:0
FA 15:0
FA 15:1
FA 16:0
FA 16:1
FA 16:2
FA 17:0
FA 17:1
FA 18:0
FA 18:1
FA 18:2
FA 18:3
FA 18:4
FA 19:0
FA 19:1
FA 20:0
FA 20:1
FA 20:2
FA 20:3
FA 20:3
FA 20:4
FA 20:4
FA 20:4
FA 20:5
FA 20:5
FA 20:5
FA 22:0
FA 22:1
FA 22:2
FA 22:3
FA 22:4
FA 22:5
FA 22:5
FA 22:6
FA 24:1
FA 24:4
TAG 8:0-14:0-16:0
TAG 10:0-14:0-16:0
TAG 8:0-16:0-16:1
TAG 10:0-12:0-18:2
TAG 10:0-16:0-16:0
TAG 12:0-14:0-16:0
TAG 8:0-16:0-18:1
TAG 8:0-16:0-18:1
TAG 8:0-16:0-18:2
TAG 9:0-16:0-18:1
TAG 12:0-14:0-18:0
TAG 14:0-14:0-16:0
TAG 10:0-16:0-18:1
TAG 12:0-14:0-18:1
TAG 8:0-18:1-18:1
TAG 10:0-16:0-18:2
TAG 8:0-18:1-18:2
TAG 12:0-15:0-18:1
TAG 12:0-15:0-18:2
TAG 14:0-16:0-16:0
TAG 14:0-16:0-16:1
TAG 12:0-16:0-18:1
TAG 12:0-16:1-18:1
TAG 12:0-16:0-18:2
TAG 12:0-16:1-18:2
TAG 12:0-16:1-18:3
TAG 14:0-15:0-18:1
TAG 14:0-15:0-18:2
TAG 11:0-18:1-18:2
TAG 14:0-16:0-18:1
TAG 14:0-16:0-18:2
TAG 12:0-18:1-18:2
TAG 12:0-18:1-18:2
TAG 12:0-18:1-18:3
TAG 14:0-16:0-18:4
TAG 12:0-18:2-18:3
TAG 15:0-16:0-18:0
TAG 15:0-16:0-18:1
TAG 15:0-16:1-18:1
TAG 15:0-16:1-18:2
TAG 16:0-16:0-18:1
TAG 16:0-16:1-18:1
TAG 14:0-18:1-18:2
TAG 16:0-16:1-18:2
TAG 14:1-18:1-18:2
TAG 16:0-16:1-18:3
TAG 14:0-16:0-20:4
TAG 14:0-18:2-18:3
TAG 12:0-16:0-22:5
TAG 12:0-16:0-22:6
TAG 16:0-17:0-18:1
TAG 16:0-17:1-18:1
TAG 15:0-18:1-18:2
TAG 16:1-17:1-18:1
TAG 16:1-17:1-18:2
TAG 16:0-18:0-18:1
TAG 16:0-18:1-18:1
TAG 16:0-18:1-18:2
TAG 16:1-18:1-18:1
TAG 16:1-18:1-18:2
TAG 16:1-18:1-18:2
TAG 16:0-18:1-18:3
TAG 16:0-18:2-18:3
TAG 16:0-18:2-18:3
TAG 16:0-18:2-18:3
TAG 14:0-16:0-22:6
TAG 17:0-18:0-18:1
TAG 17:0-18:1-18:1
TAG 17:0-18:1-18:2
TAG 17:0-18:1-18:2
TAG 17:0-18:1-18:3
TAG 17:1-18:1-18:2
TAG 17:1-18:1-18:3
TAG 18:0-18:0-18:1
TAG 18:0-18:1-18:1
TAG 18:1-18:1-18:1
TAG 18:1-18:1-18:2
TAG 16:0-18:2-20:3
TAG 18:1-18:2-18:2
TAG 16:0-18:1-20:4
TAG 18:1-18:2-18:3
TAG 18:1-18:2-18:3
TAG 16:0-18:2-20:4
TAG 16:0-16:0-22:6
TAG 18:2-18:2-18:3
TAG 16:0-18:2-20:5
TAG 16:1-18:2-20:5
TAG 18:0-18:1-19:1
TAG 18:0-18:1-19:1
TAG 19:0-18:1-18:2
TAG 18:1-18:1-19:1
TAG 18:0-19:1-18:3
TAG 18:1-19:1-18:2
TAG 18:0-20:0-18:1
TAG 18:0-20:0-18:1
TAG 18:0-18:1-20:1
TAG 18:0-18:1-20:1
TAG 18:1-18:1-20:1
TAG 18:1-20:1-18:2
TAG 18:1-20:1-18:2
TAG 16:0-18:1-22:4
TAG 18:1-18:2-20:2
TAG 16:0-18:1-22:4
TAG 18:0-18:1-20:4
TAG 18:1-18:2-20:3
TAG 16:0-18:1-22:5
TAG 16:0-18:2-22:5
TAG 16:0-18:1-22:6
TAG 18:1-18:2-20:5
TAG 16:0-18:2-22:6
TAG 18:0-21:0-18:2
TAG 19:1-19:1-19:1
TAG 18:1-19:1-20:1
TAG 16:0-20:0-22:1
TAG 16:0-24:0-18:1
TAG 18:0-18:1-22:1
TAG 16:0-18:1-24:1
TAG 20:0-20:1-18:2
TAG 18:1-18:1-22:1
TAG 18:1-22:1-18:2
TAG 18:1-22:1-18:2
TAG 18:0-18:1-22:4
TAG 18:0-18:1-22:4
TAG 18:1-18:1-22:4
TAG 18:1-18:1-22:4
TAG 18:1-18:2-22:4
TAG 18:1-18:2-22:4
TAG 18:1-18:2-22:4
TAG 18:0-18:1-22:6
TAG 18:2-20:3-20:3
TAG 18:1-18:2-22:5
TAG 18:1-18:2-22:5
TAG 18:1-18:2-22:6
TAG 18:0-18:1-24:1
TAG 24:0-18:1-18:2
TAG 18:1-18:1-24:1
TAG 18:1-24:1-18:2
TAG 18:1-18:1-24:4
TAG 18:1-20:2-22:4
TAG 18:0-22:1-22:1
TAG 18:1-18:1-26:1
TAG O-16:0-16:0-18:1
TAG O-18:1-16:0-18:0
TAG O-16:0-18:1-18:1
TAG O-18:0-18:0-18:1
TAG O-18:0-18:1-18:1
TAG O-18:1-18:1-18:1
TAG O-20:1-18:1-18:1
Cer d18:0
Cer d18:0/16:0
Cer d18:0/24:1
Cer d18:1/14:0
Cer d18:2/14:0
Cer d18:1/16:0
Cer d18:2/16:0
Cer d18:1/18:0
Cer d18:2/18:0
Cer d18:1/20:0
Cer d18:2/20:0
Cer d17:1/22:0
Cer d18:1/22:0
Cer d18:2/22:0
Cer d18:1/23:0
Cer d18:2/23:0
Cer d18:1/24:0
Cer d18:1/24:1
Cer d18:2/24:1
Cer d18:2/24:2
HexCer d18:1/22:0
HexCer d18:1/24:0
HexCer d18:1/24:1
Hex3Cer d34:1
PC 14:0-14:0
PC 29:0
PC 14:0-16:0
PC 14:0-16:1
PC 30:2
PC 15:0-16:0
PC 15:0-16:0
PC 31:1
PC 16:0-16:0
PC 16:0-16:1
PC 16:1-16:1
PC 32:3
PC 16:0-17:0
PC 33:0
PC 15:0-18:1
PC 33:1
PC 15:0-18:2
PC 16:0-18:0
PC 16:0-18:1
PC 16:0-18:2
PC 16:0-18:3
PC 16:0-18:3
PC 34:4
PC 34:4
PC 16:0-18:4
PC 34:5
PC 17:0-18:1
PC 17:0-18:1
PC 17:0-18:2
PC 35:3
PC 35:3
PC 18:0-18:1
PC 18:1-18:2
PC 16:0-20:3
PC 18:0-18:3
PC 18:2-18:2
PC 18:2-18:2
PC 16:0-20:4
PC 36:5
PC 16:1-20:4
PC 16:0-20:5
PC 16:0-20:5
PC 36:6
PC 36:6
PC 37:2
PC 17:0-20:4
PC 17:0-20:4
PC 37:6
PC 37:7
PC 38:1
PC 18:0-20:2
PC 18:1-20:2
PC 18:0-20:3
PC 18:1-20:3
PC 16:0-22:4
PC 18:0-20:4
PC 18:0-20:4
PC 18:1-20:4
PC 18:0-20:5
PC 18:2-20:4
PC 16:0-22:6
PC 18:1-20:5
PC 38:7
PC 38:7
PC 39:5
PC 40:1
PC 40:2
PC 40:4
PC 18:0-22:4
PC 18:0-22:5
PC 18:1-22:5
PC 18:0-22:6
PC 18:1-22:6
PC 20:4-20:4
PC 40:9
PC 42:10
PC 42:2
PC 42:4
PC 42:8
PC 30:0e
PC 30:1e
PC 31:1e
PC 32:0e
PC 32:1e
PC 32:1e
PC 32:2e
PC 33:1e
PC 33:2e
PC 34:0e
PC 34:1e
PC 34:1e
PC 34:2e
PC 34:2e
PC 34:3e
PC 34:3e
PC 34:4e
PC 34:4e
PC 35:2e
PC 35:2e
PC 35:3e
PC 36:1e
PC 36:2e
PC 36:2e
PC 36:3e
PC 36:3e
PC 36:4e
PC 36:4e
PC 36:4e
PC 36:5e
PC 36:5e
PC 36:5e
PC 36:5e
PC 36:6e
PC 37:5e
PC 38:2e
PC 38:3e
PC 38:4e
PC 38:4e
PC 38:4e
PC 38:5e
PC 38:5e
PC 38:5e
PC 38:5e
PC 38:6e
PC 38:6e
PC 38:6e
PC 38:7e
PC 38:7e
PC 38:9e
PC 40:2e
PC 40:3e
PC 40:4e
PC 40:5e
PC 40:6e
PC 40:6e
PC 40:6e
PC 40:7e
PC 40:7e
PC 40:7e
PC 40:8e
PC 40:8e
PC 40:9e
PC 42:2e
PC 42:3e
PC 42:4e
PC 42:5e
PC 44:5e
PC 44:6e
LPC 14:0
LPC 16:1
LPC 16:1
LPC 16:0
LPC 16:0
LPC 17:0
LPC 18:2
LPC 18:2
LPC 18:1
LPC 18:1
LPC 18:0
LPC 18:0
LPC 20:5
LPC 20:4
LPC 20:4
LPC 20:3
LPC 20:3
LPC 20:2
LPC 20:1
LPC 22:6
LPC 22:5
LPC 16:0e
LPC 16:1e
LPC 18:0e
LPC 18:1e
LPC 18:1e
LPC 18:2e
LPC 18:4e
LPC 24:0e
LPC 24:1e
PE 16:0-16:1
PE 16:0-18:1
PE 16:0-18:2
PE 16:1-18:2
PE 16:0-18:3
PE 18:0-18:1
PE 18:1-18:1
PE 18:1-18:2
PE 18:2-18:2
PE 16:0-20:4
PE 16:1-20:4
PE 16:0-20:5
PE 18:0-20:1
PE 18:1-20:1
PE 18:0-20:3
PE 18:1-20:3
PE 16:0-22:4
PE 18:0-20:4
PE 18:1-20:4
PE 16:0-22:5
PE 18:2-20:4
PE 16:0-22:6
PE 18:0-22:4
PE 18:0-22:5
PE 18:0-22:5
PE 18:1-22:5
PE 18:0-22:6
PE 18:1-22:6
PE 16:1e_16:1
PE 16:1e_18:1
PE 16:1e_18:2
PE 16:1e_18:3
PE 17:1e_18:1
PE 17:1e_18:1
PE 17:1e_18:2
PE 18:1e_18:1
PE 18:1e_18:2
PE 18:2e_18:2
PE 16:1e_20:3
PE 16:1e_20:4
PE 16:1e_20:5
PE 17:1e_20:4
PE 17:1e_20:4
PE 20:1e_18:1
PE 18:1e_20:3
PE 18:2e_20:3
PE 16:1e_22:4
PE 18:1e_20:4
PE 18:2e_20:4
PE 16:1e_22:5
PE 18:2e_20:5
PE 16:1e_22:6
PE 18:1e_22:4
PE 20:1e_20:4
PE 18:2e_22:4
PE 18:1e_22:5
PE 18:1e_22:5
PE 18:2e_22:5
PE 18:1e_22:6
PE 18:1e_22:6
PE 18:2e_22:6
PE 22:2e_20:4
LPE 16:0
LPE 18:0
LPE 18:1
LPE 18:1
LPE 18:2
LPE 18:2
LPE 20:4
LPE 22:4
LPE 22:6
LPE 16:1e
LPE 18:1e
LPE 18:2e
PS 32:1
PS 34:2
PS 18:0-18:1
PS 36:2
PS 36:3
PS 36:4
PS 38:1
PS 18:0-20:3
PS 38:4
PS 38:5
PS 38:6
PS 40:1
PS 40:2
PS 18:0-22:4
PS 40:5
PS 18:0-22:6
PI 16:0-16:1
PI 16:0-18:1
PI 16:0-18:2
PI 18:0-18:1
PI 18:1-18:2
PI 18:2-18:2
PI 16:0-20:4
PI 17:0-20:4
PI 38:2
PI 18:0-20:3
